543462,1
687507,1
654062,1
800421,1
521608,1
809090,1
764323,1
342355,1
440822,1
941076,1
549022,1
787890,1
528386,1
834232,1
700835,1
939846,1
448315,1
96411,1
959592,1
558149,1
380191,1
413713,1
184280,1
198704,1
465554,1
477639,1
157876,1
557508,1
380765,1
284698,1
26810,1
639404,1
332721,1
625938,1
997487,1
625461,1
151562,1
853617,1
639919,1
948499,1
619137,1
528275,1
708726,1
962447,1
993199,1
467078,1
366538,1
327619,1
423027,1
14602,1
746914,1
1006151,1
410777,1
105450,1
837981,1
663004,1
172764,1
392009,1
581186,1
394555,1
82396,1
124792,1
878330,1
677355,1
495875,1
280979,1
347065,1
272526,1
717690,1
832748,1
794626,1
100692,1
193748,1
888003,1
285514,1
682172,1
659702,1
238588,1
588414,1
292345,1
483697,1
99468,1
373412,1
19923,1
614625,1
325542,1
452493,1
600254,1
455490,1
793055,1
514467,1
816406,1
930554,1
448870,1
570144,1
539884,1
981082,1
180322,1
782703,1
874086,1
606760,1
708498,1
365970,1
667555,1
485592,1
378763,1
62903,1
297057,2
764988,1
602546,2
561070,1
926257,1
780286,1
134244,1
771653,1
350550,1
616641,1
432229,1
327939,1
876113,2
41509,1
310683,1
11309,2
663642,1
555560,1
625226,1
6219,1
770285,1
723836,1
597559,1
539264,1
567944,1
538283,1
880746,1
819120,1
575886,1
443687,1
242372,1
168643,1
286656,1
696075,1
513176,1
805154,1
16675,1
751371,1
474175,1
391916,1
214715,1
873763,1
818264,1
263513,1
598604,1
498115,1
645308,1
1010375,1
179492,1
42354,1
666143,1
206667,1
808702,1
610327,1
544203,2
85725,1
467257,1
493022,1
735820,1
797955,1
396730,1
703102,1
546261,1
648404,1
258819,1
70286,1
252900,1
390343,1
716800,2
315399,1
570495,2
778570,1
459638,1
856403,1
252351,1
531012,1
592691,1
760740,1
591245,1
472790,1
518272,1
337068,2
525826,1
43112,1
818806,1
369650,1
573306,1
33854,1
379274,1
589781,1
542507,1
995310,1
846474,1
969434,1
673715,1
925770,1
148885,1
543258,1
1013390,1
170222,1
218316,1
222739,1
901528,1
163301,1
58816,1
1012781,1
782985,1
393191,1
87007,1
503055,1
162811,1
630502,1
245002,1
242900,2
924672,1
975091,1
671574,1
347238,1
822509,1
1015574,1
468703,1
361925,1
473422,1
450354,1
639000,1
512464,1
1004316,1
456511,1
183555,1
987639,1
356931,1
220577,2
112107,1
517547,1
28042,1
395553,1
807398,1
691173,1
763568,1
899439,1
576662,1
822097,1
425110,1
407426,1
997401,1
959213,2
727083,1
279768,1
761866,1
426210,1
581304,1
380733,1
404331,1
817946,1
825288,1
665706,1
168504,1
318215,1
63112,1
379886,1
562855,1
412744,1
268308,1
697919,1
66833,1
872155,1
414121,1
918891,1
677951,1
228980,1
90452,1
330300,1
87354,1
119781,1
803927,1
136134,1
579053,1
98294,1
781547,1
264091,2
64876,1
387301,2
525783,1
903220,1
175223,1
685231,1
589265,1
527162,1
74203,1
109481,1
620473,1
202547,1
346281,1
237611,1
746275,1
980195,1
248655,1
600192,1
161729,1
635338,1
487918,1
685629,1
662939,1
154739,1
786271,1
144957,1
299623,1
860961,1
118796,1
35930,1
777921,1
793787,1
679040,1
148187,1
289314,1
580304,1
480784,1
282547,1
336126,1
503379,1
816339,1
588194,1
890382,1
878927,1
415607,1
203392,1
408980,1
924435,1
557968,1
102684,1
949095,1
917546,1
669770,1
735702,1
607366,1
765081,1
834396,1
1007191,1
883748,1
903385,1
442523,1
124016,1
756711,1
864325,1
825511,1
430774,1
362270,1
604163,1
187829,1
584570,1
977730,1
807900,1
881668,1
488685,1
15555,1
978998,1
17841,1
466456,1
179835,1
117515,1
578677,1
448221,1
865050,2
361357,1
371402,1
794394,1
818418,1
304043,1
645590,2
722075,1
179672,1
750586,1
113250,2
248695,1
973174,1
579472,1
557555,1
19805,1
984027,1
83125,1
188359,1
81096,1
191941,1
146786,1
486843,1
625426,1
948569,1
891394,1
924269,1
876155,1
406478,1
798414,1
182990,1
90374,1
69130,1
604275,2
567677,1
498151,1
473921,1
632126,1
612014,1
593159,1
670376,1
597057,1
159254,1
238615,1
268979,1
665068,1
1012747,1
70052,1
489329,1
623276,1
792077,1
672155,1
704354,1
991267,1
686016,1
128086,1
357817,1
678452,1
390295,1
322690,1
800149,1
391486,2
682185,1
705668,1
497124,1
524243,1
732782,3
35751,2
474437,1
639366,1
516064,1
549920,1
102932,2
710467,1
209679,1
499106,1
656059,1
350685,1
494188,1
984386,1
452085,1
242213,1
459143,1
616668,1
309848,1
193074,1
315254,1
948160,1
815110,1
480530,1
390405,1
364238,2
777257,1
783299,1
338718,1
190068,2
1012379,1
370616,1
286861,1
42593,1
194845,1
419853,1
926911,1
684936,1
310440,1
480549,1
348422,1
596749,1
482634,1
104992,2
939346,1
620499,1
835783,1
439800,1
195872,1
179760,1
409374,2
371872,2
48369,1
831670,1
653571,1
343693,1
108569,1
89262,1
355038,1
1011616,1
173866,1
269366,2
126935,2
939599,1
259053,2
142626,1
861839,1
589765,1
174612,1
376203,1
590262,1
12091,1
387782,1
100470,1
925460,2
222176,1
98893,1
415938,1
581094,1
90183,1
566202,1
774735,1
861361,1
459271,1
208509,1
703413,1
95423,1
346225,1
782598,1
477117,1
650826,1
332113,1
215076,1
360991,1
387582,1
150654,1
257535,1
382710,1
362957,1
627439,1
460759,1
899685,1
237508,1
209330,1
214596,1
703669,1
294749,1
565936,1
330062,1
539364,1
601957,1
526338,1
321049,1
751836,1
785812,1
933001,1
333501,1
213216,2
16579,1
935991,1
912858,1
52508,2
638384,1
814720,1
111053,1
671273,1
754800,1
450638,1
829193,1
247337,1
36859,1
264371,1
352620,2
13736,1
84569,1
695460,1
125760,1
542363,1
417482,1
424655,1
560136,1
929535,1
368778,3
872556,1
463254,1
703722,1
37029,1
232833,1
727190,1
1001529,1
180155,1
180385,1
232297,1
256943,1
705847,1
667159,1
760732,1
585038,1
763134,1
950432,1
580497,1
770157,2
639410,1
425730,1
756595,1
702829,1
6924,1
692815,1
223173,1
813562,1
799339,1
55800,1
699832,1
826359,1
356421,1
58721,1
259782,2
72937,1
631627,1
746561,2
350387,1
415145,3
730168,1
648677,1
587064,1
620376,1
286742,1
929731,2
985223,1
84576,1
62430,1
98042,1
6679,1
364170,1
439896,1
144469,1
816867,3
381422,1
641471,1
244121,1
394031,1
257974,1
95826,1
417681,1
33962,1
123480,1
514877,2
255372,1
354036,1
892651,1
56471,1
236509,1
232216,1
364160,1
718518,1
568540,1
62353,1
116336,1
683275,1
427135,1
181061,1
1004910,1
875440,1
366700,1
516315,1
449824,1
672348,1
614356,1
592716,2
945639,1
68468,1
643901,1
390003,1
185625,1
577158,1
770621,1
633151,1
921883,1
944445,1
516840,1
697732,1
427990,1
672358,2
665448,1
648874,1
23938,1
812006,1
804142,1
123441,1
892473,1
75242,1
600947,1
59380,1
362622,1
944821,1
970315,1
63161,1
276340,1
231317,1
934451,1
203399,1
131688,1
1004163,1
324890,2
512928,1
468556,2
958998,1
49481,2
577303,1
503921,1
165715,1
8828,1
929914,1
342527,1
381488,1
576628,1
133300,1
722550,1
155327,1
925505,1
722623,2
916802,1
843955,1
853162,1
681388,1
914226,1
867791,1
371347,1
625633,2
960230,1
191462,1
421569,1
832147,1
432382,1
391656,2
794922,1
838340,3
857027,1
1014297,2
702772,1
819615,2
204238,1
363072,1
471138,2
66023,1
14628,1
813548,1
248457,1
706054,1
420520,1
1015777,1
869888,1
284019,3
46452,1
361902,1
105223,1
864614,1
520802,1
961382,1
66985,1
141890,1
951728,1
724601,1
873971,1
667544,1
632199,1
793374,1
721526,1
796266,1
502799,1
192572,1
424916,1
287633,1
391276,1
959288,1
959534,1
643498,1
704535,1
770107,1
397978,1
615925,1
699690,1
752921,1
595034,1
996606,1
46571,1
204505,1
44419,1
539179,1
322045,2
715958,1
882382,1
529867,1
631392,1
976748,1
276012,1
349660,1
141910,1
46762,2
674171,1
988462,1
43783,1
75060,1
193061,1
745343,1
478495,1
25679,1
334562,1
748855,1
75948,1
291689,1
963398,1
165051,1
733125,1
785421,1
430464,1
752888,1
139003,1
861776,1
1000425,1
647429,1
772098,1
373952,1
418949,1
827823,1
959774,1
946087,1
765206,1
582487,1
356985,2
943035,1
827542,1
155430,2
366822,1
686461,1
204345,1
466046,1
942494,1
399189,1
417051,1
94825,2
794803,1
465158,2
247706,1
164697,1
672029,1
788109,1
925843,1
442323,1
86539,1
819045,1
648131,1
28998,1
224846,1
643895,2
873629,1
456399,2
843046,1
362117,1
852072,1
760477,1
245346,1
121991,1
10382,1
242504,1
138348,1
855762,1
852717,1
729089,1
783740,1
620080,1
711300,1
724961,1
263416,1
297099,1
971457,1
936,1
18543,1
74257,1
623752,1
308349,1
163451,1
677449,1
943564,1
729340,1
650786,1
269833,1
927544,1
992945,2
409870,1
872253,1
270609,1
537017,1
694761,1
382750,1
594592,1
368196,1
306495,1
110289,1
923407,1
